Device_id,Time,SensorLocation,LatLong,MinimumWindDirection,AverageWindDirection,MaximumWindDirection,MinimumWindSpeed,AverageWindSpeed,GustWindSpeed,AirTemperature,RelativeHumidity,AtmosphericPressure,PM25,PM10,Noise
aws5-0999,2024-06-13T21:24:26+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",90.0,152.0,206.0,0.2,0.1,0.4,8.3,99.0,1019.5,,,
ICTMicroclimate-09,2024-06-13T13:28:22+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,355.0,356.0,0.0,0.2,2.4,10.0,85.7,1019.5,7.0,10.0,62.0
ICTMicroclimate-07,2024-06-13T13:31:25+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,101.0,356.0,0.0,0.6,1.7,10.3,86.6,1022.5,17.0,20.0,75.4
ICTMicroclimate-06,2024-06-13T13:29:40+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,0.0,357.0,0.0,0.0,2.1,10.2,86.3,1020.7,1.0,4.0,60.1
ICTMicroclimate-02,2024-06-13T13:37:38+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,325.0,351.0,0.0,0.3,0.8,10.4,98.6,1016.2,39.0,47.0,70.6
ICTMicroclimate-01,2024-06-13T13:31:36+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,98.0,,,0.3,,9.1,97.199997,1020.299988,9.0,12.0,51.200001
ICTMicroclimate-06,2024-06-13T21:30:43+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,0.0,351.0,0.0,0.3,4.0,10.0,88.7,1021.5,1.0,4.0,73.2
ICTMicroclimate-03,2024-06-13T21:32:11+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,0.0,0.0,0.0,0.0,0.0,10.3,96.9,1016.1,23.0,25.0,69.6
ICTMicroclimate-07,2024-06-13T21:32:29+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,321.0,354.0,0.0,0.2,1.1,9.9,88.7,1023.5,17.0,20.0,65.4
ICTMicroclimate-09,2024-06-13T21:44:28+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,287.0,355.0,0.0,0.5,1.5,10.2,84.6,1020.3,14.0,14.0,60.8
ICTMicroclimate-03,2024-06-13T21:47:13+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,25.0,179.0,0.0,0.1,0.6,10.3,97.3,1015.8,26.0,28.0,69.9
ICTMicroclimate-07,2024-06-13T13:46:27+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,159.0,341.0,0.0,0.5,2.1,10.1,87.4,1022.9,17.0,20.0,62.8
ICTMicroclimate-06,2024-06-13T13:59:44+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,93.0,353.0,0.0,0.8,1.9,10.0,88.9,1020.9,1.0,4.0,77.3
ICTMicroclimate-08,2024-06-13T21:52:03+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,148.0,220.0,0.0,0.3,1.7,9.8,88.5,1021.3,15.0,16.0,71.4
ICTMicroclimate-09,2024-06-13T21:59:29+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,308.0,359.0,0.0,0.4,1.7,10.2,84.4,1020.1,14.0,14.0,64.1
ICTMicroclimate-03,2024-06-13T22:02:17+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,51.0,351.0,0.0,0.5,1.2,10.3,97.8,1015.9,25.0,27.0,69.4
ICTMicroclimate-03,2024-06-13T14:01:11+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,354.0,354.0,0.0,0.6,1.2,9.9,92.1,1015.4,27.0,31.0,70.2
aws5-0999,2024-06-13T22:10:15+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,8.1,99.0,1019.4,,,
ICTMicroclimate-03,2024-06-13T22:17:18+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,332.0,355.0,0.5,0.8,1.2,10.1,98.0,1015.8,26.0,29.0,69.8
ICTMicroclimate-01,2024-06-13T22:24:57+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,98.0,,,0.3,,8.7,97.099998,1020.799988,13.0,18.0,50.700001
ICTMicroclimate-09,2024-06-13T22:44:36+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,321.0,359.0,0.0,0.8,2.4,10.2,85.3,1020.1,14.0,14.0,61.1
ICTMicroclimate-07,2024-06-13T22:47:38+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,351.0,0.0,0.0,1.2,9.8,88.9,1023.3,17.0,20.0,61.7
ICTMicroclimate-03,2024-06-13T22:47:21+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,3.0,349.0,0.0,0.2,0.8,9.9,98.7,1015.9,24.0,26.0,70.1
ICTMicroclimate-06,2024-06-13T22:30:53+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,66.0,99.0,0.0,0.9,1.8,9.8,89.0,1021.3,1.0,4.0,59.4
aws5-0999,2024-06-13T22:40:00+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,164.0,0.0,0.0,0.4,8.3,97.5,1019.4,,,
ICTMicroclimate-09,2024-06-13T22:29:34+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,4.0,359.0,0.0,0.4,1.5,10.2,84.8,1020.1,14.0,14.0,59.0
aws5-0999,2024-06-13T22:25:28+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,45.0,0.0,0.0,0.1,8.1,99.0,1019.5,,,
ICTMicroclimate-02,2024-06-13T14:07:42+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,355.0,358.0,0.0,0.1,0.9,10.4,98.8,1016.2,33.0,37.0,70.6
ICTMicroclimate-08,2024-06-13T14:35:36+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,217.0,353.0,0.0,0.8,2.5,10.1,85.9,1020.9,7.0,7.0,72.5
aws5-0999,2024-06-13T14:38:36+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,9.0,96.0,1018.8,,,
ICTMicroclimate-06,2024-06-13T14:44:50+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,16.0,358.0,0.0,0.1,3.2,9.8,89.0,1020.9,1.0,4.0,58.2
ICTMicroclimate-03,2024-06-13T14:46:18+10:00,CH1 rooftop,"-37.8140348, 144.96728",66.0,89.0,90.0,0.3,0.5,0.6,9.8,92.6,1015.4,17.0,21.0,72.8
ICTMicroclimate-06,2024-06-13T23:00:56+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,30.0,336.0,0.0,0.4,2.9,9.8,88.5,1021.3,1.0,4.0,56.1
ICTMicroclimate-09,2024-06-13T14:58:34+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,346.0,357.0,0.0,0.3,1.4,9.7,89.5,1019.7,14.0,14.0,62.1
ICTMicroclimate-09,2024-06-13T23:14:39+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,322.0,357.0,0.0,0.4,1.4,10.1,86.4,1020.1,14.0,14.0,60.5
ICTMicroclimate-02,2024-06-13T23:23:55+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,348.0,359.0,0.1,0.3,0.9,10.8,96.5,1016.4,28.0,30.0,69.9
ICTMicroclimate-01,2024-06-13T02:09:14+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,321.0,,,0.4,,8.5,93.400002,1021.299988,0.0,3.0,47.299999
ICTMicroclimate-06,2024-06-13T02:13:10+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,309.0,359.0,0.0,0.7,2.8,9.2,84.4,1022.1,2.0,2.0,55.1
ICTMicroclimate-08,2024-06-13T02:33:58+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,261.0,357.0,0.0,0.5,3.0,9.3,81.9,1021.9,4.0,4.0,61.0
aws5-0999,2024-06-13T02:37:24+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,349.0,0.0,0.0,0.3,8.1,98.8,1019.8,,,
ICTMicroclimate-09,2024-06-13T15:13:36+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,1.0,358.0,0.0,0.3,1.5,9.8,88.8,1019.9,14.0,14.0,60.8
ICTMicroclimate-06,2024-06-13T15:14:55+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,28.0,314.0,0.0,0.3,1.7,9.8,90.1,1021.3,1.0,4.0,66.2
ICTMicroclimate-08,2024-06-13T02:48:58+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,343.0,358.0,0.0,0.5,2.8,9.3,82.0,1021.7,4.0,4.0,60.1
ICTMicroclimate-07,2024-06-13T02:44:59+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,349.0,0.0,0.0,1.3,9.3,84.8,1023.7,2.0,2.0,54.6
ICTMicroclimate-02,2024-06-13T02:51:11+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,47.0,355.0,0.0,0.5,1.2,9.5,94.6,1017.0,2.0,4.0,68.3
ICTMicroclimate-09,2024-06-13T02:11:52+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,355.0,359.0,0.0,0.9,2.0,9.1,83.0,1020.9,1.0,3.0,57.4
ICTMicroclimate-02,2024-06-13T02:06:04+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",29.0,122.0,273.0,0.3,2.0,4.1,9.3,95.4,1017.0,3.0,5.0,74.2
ICTMicroclimate-06,2024-06-13T01:58:08+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,264.0,357.0,0.0,1.0,3.1,9.2,83.1,1021.9,2.0,2.0,65.5
ICTMicroclimate-09,2024-06-14T00:59:54+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,314.0,357.0,0.0,0.4,1.5,9.9,87.6,1019.5,14.0,14.0,62.2
ICTMicroclimate-08,2024-06-14T00:51:54+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,162.0,188.0,0.0,0.6,1.6,9.5,90.2,1020.7,15.0,16.0,61.5
ICTMicroclimate-02,2024-06-14T00:54:07+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,0.0,0.0,0.0,0.0,0.0,10.6,97.0,1016.0,28.0,30.0,70.1
ICTMicroclimate-03,2024-06-13T15:16:21+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,331.0,0.0,0.4,0.8,0.4,9.8,92.6,1015.7,12.0,16.0,71.5
ICTMicroclimate-08,2024-06-13T15:20:40+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,143.0,228.0,0.0,0.8,2.3,10.0,89.1,1021.1,7.0,7.0,74.2
ICTMicroclimate-01,2024-06-13T15:24:39+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,94.0,,,0.5,,9.0,97.099998,1020.5,9.0,12.0,51.599998
ICTMicroclimate-08,2024-06-15T03:10:24+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,0.0,341.0,0.0,0.0,1.6,6.7,93.1,1019.3,74.0,92.0,68.4
ICTMicroclimate-07,2024-06-15T03:06:24+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,106.0,308.0,0.0,0.2,0.8,6.5,93.1,1021.3,17.0,17.0,55.0
ICTMicroclimate-02,2024-06-15T02:57:35+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,343.0,349.0,0.0,0.2,0.7,9.5,96.8,1014.5,48.0,59.0,68.6
aws5-0999,2024-06-15T02:58:51+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,45.0,0.0,0.0,0.3,4.2,99.0,1017.4,,,
ICTMicroclimate-01,2024-06-15T02:55:54+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,0.0,,,0.0,,5.5,99.099998,1018.799988,87.0,104.0,48.5
ICTMicroclimate-08,2024-06-15T03:25:26+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,174.0,314.0,0.0,0.4,1.3,6.7,93.2,1019.5,74.0,92.0,65.9
ICTMicroclimate-07,2024-06-15T03:21:27+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,314.0,0.0,0.0,0.8,6.3,93.2,1021.5,17.0,17.0,71.8
ICTMicroclimate-02,2024-06-15T03:27:39+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,2.0,322.0,0.0,0.1,0.8,9.6,97.0,1014.5,23.0,25.0,68.6
aws5-0999,2024-06-15T03:28:14+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,3.8,99.0,1017.4,,,
ICTMicroclimate-06,2024-06-15T03:49:46+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,0.0,352.0,0.0,0.0,1.1,5.7,94.2,1019.5,18.0,23.0,52.7
ICTMicroclimate-03,2024-06-15T03:51:13+10:00,CH1 rooftop,"-37.8140348, 144.96728",136.0,181.0,187.0,1.4,1.6,2.4,8.6,98.6,1013.6,24.0,27.0,69.5
ICTMicroclimate-07,2024-06-13T15:31:41+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,346.0,0.0,0.0,2.8,9.9,90.3,1022.9,17.0,20.0,64.3
ICTMicroclimate-08,2024-06-13T15:35:44+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,118.0,353.0,0.0,0.5,1.8,10.1,88.5,1020.9,7.0,7.0,72.6
ICTMicroclimate-02,2024-06-13T15:38:07+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,352.0,355.0,0.5,0.8,1.3,10.1,95.6,1016.2,13.0,15.0,70.9
aws5-0999,2024-06-13T15:37:55+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,9.0,94.0,1018.9,,,
ICTMicroclimate-01,2024-06-13T15:39:39+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,78.0,,,0.5,,9.0,97.400002,1020.299988,9.0,12.0,52.099998
ICTMicroclimate-07,2024-06-13T15:46:43+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,68.0,314.0,0.0,0.2,1.3,10.0,90.0,1022.7,17.0,20.0,62.7
ICTMicroclimate-06,2024-06-13T15:44:59+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,71.0,358.0,0.0,0.6,3.0,9.9,89.6,1020.9,1.0,4.0,74.6
ICTMicroclimate-02,2024-06-15T04:12:45+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,128.0,130.0,0.1,0.3,0.3,9.5,96.8,1014.5,12.0,17.0,68.6
ICTMicroclimate-03,2024-06-15T04:06:14+10:00,CH1 rooftop,"-37.8140348, 144.96728",147.0,154.0,147.0,0.9,1.4,0.9,8.6,98.6,1013.7,20.0,22.0,72.0
ICTMicroclimate-09,2024-06-13T15:58:41+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,301.0,358.0,0.0,0.8,2.8,9.8,88.0,1019.7,14.0,14.0,63.9
aws5-0999,2024-06-15T04:13:33+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,3.7,98.7,1017.5,,,
ICTMicroclimate-07,2024-06-15T04:21:34+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,289.0,0.0,0.0,0.8,5.6,93.1,1021.5,17.0,17.0,58.2
ICTMicroclimate-03,2024-06-15T04:21:18+10:00,CH1 rooftop,"-37.8140348, 144.96728",176.0,199.0,176.0,1.3,1.4,1.3,8.6,98.6,1013.8,21.0,25.0,69.0
ICTMicroclimate-08,2024-06-15T04:25:37+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,169.0,352.0,0.0,1.4,2.3,6.5,93.3,1019.7,60.0,78.0,80.7
aws5-0999,2024-06-15T04:28:33+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,3.5,99.0,1017.5,,,
ICTMicroclimate-01,2024-06-15T04:40:56+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,315.0,,,0.7,,5.0,99.300003,1019.099976,63.0,91.0,49.799999
ICTMicroclimate-09,2024-06-15T04:48:36+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,2.0,356.0,0.0,0.5,2.0,6.7,88.2,1018.7,46.0,61.0,59.0
ICTMicroclimate-06,2024-06-15T04:49:54+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,0.0,352.0,0.0,0.0,1.5,5.3,94.2,1019.9,18.0,23.0,55.2
ICTMicroclimate-06,2024-06-13T16:00:01+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,16.0,359.0,0.0,0.6,4.4,10.0,89.4,1020.9,1.0,4.0,64.1
ICTMicroclimate-03,2024-06-13T16:01:29+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,348.0,354.0,0.5,0.6,1.2,10.1,91.0,1015.3,8.0,12.0,72.6
ICTMicroclimate-07,2024-06-15T04:51:39+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,179.0,0.0,0.0,1.2,5.3,93.2,1021.9,17.0,17.0,59.8
aws5-0999,2024-06-15T04:58:31+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,3.4,98.8,1017.8,,,
aws5-0999,2024-06-15T05:13:35+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,3.3,98.8,1017.9,,,
ICTMicroclimate-01,2024-06-15T05:10:58+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,17.0,,,0.2,,4.7,94.300003,1019.400024,63.0,91.0,49.099998
ICTMicroclimate-03,2024-06-13T16:16:29+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,348.0,0.0,0.3,0.5,0.3,10.1,99.0,1015.4,12.0,18.0,70.1
ICTMicroclimate-01,2024-06-13T16:16:42+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,119.0,,,0.6,,9.1,96.5,1020.400024,9.0,12.0,53.0
ICTMicroclimate-08,2024-06-16T00:28:14+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,0.0,349.0,0.0,0.0,0.9,9.3,79.8,1021.1,60.0,78.0,64.9
ICTMicroclimate-07,2024-06-16T00:39:16+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,167.0,355.0,0.0,0.3,2.1,7.8,87.4,1023.1,5.0,6.0,59.3
ICTMicroclimate-07,2024-06-16T00:54:18+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,348.0,0.0,0.0,0.5,8.0,87.4,1023.1,5.0,6.0,56.2
ICTMicroclimate-03,2024-06-16T00:54:01+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,178.0,189.0,0.0,0.6,1.1,9.6,89.4,1015.5,13.0,15.0,69.1
ICTMicroclimate-07,2024-06-13T23:17:43+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,274.0,0.0,0.0,1.4,9.6,90.2,1023.1,17.0,20.0,61.6
ICTMicroclimate-08,2024-06-13T23:21:44+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,160.0,314.0,0.0,0.4,1.3,10.0,87.1,1021.1,15.0,16.0,80.5
ICTMicroclimate-01,2024-06-13T23:24:58+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,109.0,,,0.4,,8.8,97.0,1020.599976,13.0,18.0,47.799999
ICTMicroclimate-08,2024-06-13T23:36:44+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,165.0,349.0,0.0,0.7,1.5,9.8,88.7,1020.9,15.0,16.0,62.4
ICTMicroclimate-02,2024-06-13T23:38:57+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,342.0,357.0,0.0,0.4,1.0,10.8,95.9,1016.2,27.0,31.0,69.0
aws5-0999,2024-06-13T23:39:42+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,314.0,0.0,0.0,0.1,7.6,99.0,1019.0,,,
ICTMicroclimate-03,2024-06-13T23:47:29+10:00,CH1 rooftop,"-37.8140348, 144.96728",90.0,189.0,172.0,0.3,0.5,0.7,10.1,98.1,1015.4,27.0,30.0,69.5
ICTMicroclimate-02,2024-06-13T23:53:58+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,356.0,314.0,0.0,0.1,0.1,10.8,97.2,1016.1,26.0,28.0,69.7
ICTMicroclimate-09,2024-06-13T23:59:45+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,281.0,353.0,0.0,0.7,2.0,10.0,87.1,1019.7,14.0,14.0,62.6
ICTMicroclimate-06,2024-06-14T00:01:04+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,359.0,352.0,0.0,0.3,0.6,9.3,91.2,1020.9,1.0,4.0,69.6
ICTMicroclimate-07,2024-06-14T00:02:49+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,314.0,0.0,0.0,0.7,9.2,91.3,1022.7,17.0,20.0,67.7
ICTMicroclimate-02,2024-06-14T00:09:02+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,355.0,341.0,0.0,0.1,0.7,10.8,96.8,1016.1,25.0,29.0,69.9
ICTMicroclimate-09,2024-06-14T00:14:48+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,345.0,356.0,0.0,0.5,2.1,10.0,87.4,1019.7,14.0,14.0,61.9
aws5-0999,2024-06-14T00:09:49+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,45.0,0.0,0.0,0.1,7.5,99.0,1018.9,,,
ICTMicroclimate-07,2024-06-14T00:17:51+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,314.0,0.0,0.0,1.4,9.2,91.7,1022.7,17.0,20.0,55.6
ICTMicroclimate-06,2024-06-14T00:16:06+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,7.0,353.0,0.0,0.2,0.9,9.2,91.4,1020.7,1.0,4.0,59.0
ICTMicroclimate-03,2024-06-14T00:17:34+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,177.0,233.0,0.0,0.3,0.7,10.1,98.6,1015.3,24.0,26.0,69.5
ICTMicroclimate-02,2024-06-14T00:24:03+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,355.0,346.0,0.0,0.2,0.9,10.8,96.2,1016.1,30.0,36.0,69.8
ICTMicroclimate-08,2024-06-14T00:36:53+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,145.0,185.0,0.0,0.8,1.2,9.4,90.1,1020.7,15.0,16.0,61.3
ICTMicroclimate-03,2024-06-14T00:32:35+10:00,CH1 rooftop,"-37.8140348, 144.96728",179.0,190.0,222.0,0.3,0.6,0.7,9.9,99.0,1015.1,30.0,32.0,70.0
ICTMicroclimate-03,2024-06-14T00:47:42+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,124.0,179.0,0.0,0.3,0.8,9.8,99.0,1015.2,24.0,26.0,69.2
aws5-0999,2024-06-14T00:54:31+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,303.0,0.0,0.0,0.2,7.6,97.6,1018.7,,,
ICTMicroclimate-01,2024-06-14T00:55:00+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,0.0,,,0.0,,8.1,97.300003,1020.099976,13.0,18.0,48.099998
ICTMicroclimate-07,2024-06-13T02:29:56+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,353.0,0.0,0.0,1.5,9.3,85.1,1023.9,2.0,2.0,54.4
